Customer_ID,Company_Name,Signup_Date,Last_Order_Date,Industry_Category,Company_Size,Company_Age_Years,Emirate,Primary_Sales_Channel,Number_of_Sales_Channels,Monthly_Order_Volume,Avg_Order_Value_AED,Number_of_SKUs,Total_Lifetime_Orders,Return_Rate_Pct,COD_Order_Pct,Avg_Delivery_Time_Days,Peak_Season_Multiplier,Uses_Warehousing,Uses_Same_Day_Delivery,Uses_Next_Day_Delivery,Uses_Reverse_Logistics,Uses_COD_Collection,Uses_International_Shipping,Uses_Qcommerce_Fulfillment,Uses_Inventory_Management,Uses_Custom_Packaging,Current_Provider,Contract_Type,Preferred_Billing_Cycle,Tech_Integration_Level,Monthly_Logistics_Spend_AED,Recency_Days,Order_Frequency_Per_Month,Customer_Lifetime_Value_AED,On_Time_Delivery_Rate_Pct,Order_Accuracy_Pct,Avg_Support_Response_Hours,Complaints_Last_Quarter,Damaged_Shipment_Pct,Satisfaction_Score,NPS_Rating,Price_Sensitivity,Primary_Pain_Point,Willingness_To_Switch,Churned,Premium_Tier_Adoption
CUST-10865,Urban Threads,2024-07-06,2026-05-24,Jewellery & Accessories,Enterprise,2.6,Abu Dhabi,Noon,4,20493,337.58,2002,397646,9.1,52.3,1.6,2.54,1,1,0,1,1,0,1,1,1,Fetchr,Annual,Monthly,API Integrated,671392.48,34,3.4,18592135.76,87.8,99.3,16.0,2,1.4,6,6,Medium,Returns Handling,2,No,Yes
CUST-10463,Souq Trading,2023-02-16,2026-06-18,fashion & apparel ,Startup,3.9,sharjah,Own Website,1,150,95.67,19,5278,22.8,70.0,3.5,1.78,No,0,1,No,1,1,0,1,0,Aramex,Quarterly,Weekly,Dashboard Only,1122.49,9,1.9,41691.64,86.4,94.6,22.6,3,3.1,4,4,High,Speed,5,No,No
CUST-10807,Nova Collective,2026-01-20,2026-06-12,Home & Living,Startup,3.3,Dubai,Noon,1,67,88.72,31,283,16.3,60.1,3.7,1.14,1,0,0,1,0,0,0,1,1,None,Pay-as-you-go,Monthly,Manual,590.82,15,2.3,19822.67,91.4,90.5,12.9,6,4.2,2,2,Medium,,5,No,No
CUST-10599,Zest Living,2024-03-13,2026-06-11,Food & Beverage,SME,5.6,Dubai,Amazon.ae,2,813,138.72,76,16922,14.5,45.9,2.9,1.85,1,0,1,0,1,0,0,1,1,In-house,Monthly,Monthly,API Integrated,9507.66,16,4.3,518566.88,87.3,88.3,13.9,3,1.3,3,1,Medium,Reliability,4,No,Yes
CUST-10591,Oasis Living,2024-01-26,2026-06-19,Health & Supplements,SME,2.4,Sharjah,Amazon.ae,1,-702,180.51,155,13239,1.8,52.7,2.1,1.24,0,1,0,0,1,Yes,1,0,0,Aramex,Monthly,Monthly,Dashboard Only,11960.62,8,3.2,236082.65,87.2,92.0,14.1,7,4.6,2,2,High,Speed,5,Yes,Yes
CUST-10707,Urban Nutrition,2025-07-07,2026-06-09,Home & Living,Mid-Market,2.1,DXB,Own Website,3,3048,269.78,634,34871,8.9,44.6,2.5,1.31,0,0,1,0,0,1,0,0,1,None,Monthly,Monthly,API Integrated,70063.71,18,5.8,931418.04,87.4,94.8,2.0,8,1.0,2,2,Medium,Speed,4,Yes,Yes
CUST-10519,Velvet Lab,2025-03-06,2026-06-11,Toys & Baby,Mid-Market,2.9,Dubai,Retail Partners,5,4016,218.7,422,45389,6.0,42.6,1.7,2.41,0,1,Y,0,0,0,1,0,0,In-house,Monthly,Monthly,API Integrated,65541.36,16,4.0,1419517.2,98.6,90.7,13.1,4,1.4,6,7,Medium,Coverage,2,No,Yes
CUST-10641,Noor Threads,2024-06-24,2026-05-15,Jewellery & Accessories,Mid-Market,5.8,Ajman,Retail Partners,2,4269,278.46,309,64890,9.6,45.3,1.8,2.57,No,0,1,0,0,1,0,1,1,Shipa,Monthly,Monthly,Dashboard Only,80765.45,43,3.2,4880194.37,90.6,93.9,10.0,3,4.0,3,3,Low,Cost,4,No,Yes
CUST-10925,Coral Mart,2025-01-27,2026-05-02,Toys & Baby,Startup,2.6,Dubai,Amazon.ae,1,131,59.6,16,1881,22.6,62.7,2.5,1.65,Yes,0,1,No,1,0,0,1,0,None,Quarterly,Monthly,API Integrated,847.89,56,0.7,21091.17,96.6,96.9,16.7,3,6.9,3,2,High,Reliability,5,No,No
CUST-10576,Mirage Bazaar,2024-11-28,08/04/2026,Electronics & Gadgets,Enterprise,4.5,Abu Dhabi,Own Website,3,12518,284.65,2087,170497,10.1,20.6,1.1,2.48,1,1,0,1,1,0,1,1,1,In-house,Quarterly,Monthly,API Integrated,346073.2,80,4.5,14605756.11,89.6,99.6,0.5,1,1.5,4,4,Low,Cost,4,No,Yes
CUST-11028,Noor Supply,2024-06-02,12/06/2026,Fashion & Apparel,Mid-Market,2.5,Sharjah,Noon,2,3451,241.93,482,59563,16.2,36.8,2.2,2.0,0,0,1,1,1,1,0,0,0,In-house,Annual,Monthly,Dashboard Only,60050.48,15,4.3,1383231.8,95.7,94.0,2.1,2,1.4,5,5,Medium,Speed,4,No,Yes
CUST-10809,Lumen Mart,2024-05-13,2026-05-30,Electronics & Gadgets,Enterprise,4.3,Dubai,Retail Partners,5,14686,337.71,1781,367479,9.5,26.4,1.6,2.86,1,0,Y,1,1,1,0,1,1,aramex,Monthly,Monthly,Manual,479794.15,28,3.6,19253213.13,95.4,95.3,,2,2.4,5,5,Medium,COD Reconciliation,2,No,Yes
CUST-10522,Pearl Mart,2024-05-28,09 May 2026,Food & Beverage,Startup,3.4,Dubai,Own Website,1,176,121.15,10,3622,18.9,70.9,2.8,1.11,0,0,1,0,1,0,0,0,0,,Pay-as-you-go,Bi-weekly,API Integrated,2031.96,49,2.8,62404.87,86.9,99.8,14.7,4,3.2,4,5,High,Coverage,5,No,No
CUST-10357,Urban Brands,2024-02-24,2026-06-14,Home & Living,Mid-Market,4.3,Sharjah,Own Website,6,3391,171.88,577,89266,14.2,24.3,1.9,1.69,1,1,0,1,0,0,1,1,1,None,Pay-as-you-go,Monthly,API Integrated,"58,552 AED",13,4.7,1598070.36,96.1,97.6,0.5,3,1.7,4,5,Medium,Returns Handling,3,No,Yes
CUST-10908,Amber Bazaar,2026-02-25,2026-04-20,Home & Living,Startup,1.1,Dubai,Amazon.ae,1,85,127.88,3,328,16.9,76.7,3.1,1.45,0,0,N,1,1,0,0,0,0,Smsa Express,Pay-as-you-go,Weekly,Manual,1189.01,68,1.3,11423.91,90.5,91.4,22.3,2,6.3,3,3,Medium,Returns Handling,4,No,No
CUST-11021,Desert Supply,2025-10-17,2026-06-13,Jewellery & Accessories,Mid-Market,3.8,DXB,Own Website,6,4938,301.19,395,33948,12.3,17.5,2.1,2.26,0,0,0,1,0,0,0,0,0,Fetchr,Quarterly,Weekly,Manual,99801.59,14,2.9,3994613.5,96.5,94.9,17.6,6,3.3,2,3,Low,Coverage,5,No,Yes
CUST-10150,Oasis Trading,2025-06-05,14/06/2026,Home & Living,Mid-Market,2.0,Ras Al Khaimah,Own Website,5,2511,212.68,601,20804,1.3,62.2,2.3,2.48,1,0,1,0,1,1,0,1,0,In-house,Annual,Weekly,Dashboard Only,57380.39,13,5.0,789168.93,91.4,91.3,17.0,5,0.0,3,3,Medium,Tracking Visibility,5,No,Yes
CUST-10528,Desert Bazaar,2024-10-28,2026-06-18,Toys & Baby,Mid-Market,4.9,Abu Dhabi,Amazon.ae,4,4335,240.16,386,81776,11.7,20.2,1.7,1.23,1,0,1,1,1,1,0,1,1,ARAMEX ,Annual,Monthly,Manual,107644.03,9,3.8,4254757.58,90.4,100.0,2.6,3,1.4,5,3,Medium,Reliability,4,No,Yes
CUST-10180,Bloom Lab,2024-03-05,2026-06-21,Home & Living,Enterprise,3.0,Abu Dhabi,Retail Partners,4,18418,236.42,1618,336982,9.8,24.9,2.4,2.89,1,0,1,1,0,1,0,0,0,Quiqup,Monthly,Bi-weekly,API Integrated,297262.22,6,2.6,8435852.57,100.0,100.0,2.2,1,,6,-2,High,Cost,3,No,Yes
CUST-10291,Desert Threads,2024-02-02,2026-04-04,Food & Beverage,Startup,6.0,Abu Dhabi,TikTok Shop,1,137,94.72,12,3906,15.4,73.1,3.8,1.9,1,0,0,0,1,0,0,1,0,Aramex,Pay-as-you-go,Weekly,Manual,1083.41,84,2.1,56304.2,96.6,93.6,9.8,5,2.4,3,4,High,Coverage,5,No,No
CUST-10257,Bloom Studio,29 Oct 2024,2026-05-08,Home & Living,Startup,5.4,Dubai,Own Website,2,141,78.61,21,1996,13.7,35.2,3.3,1.0,0,0,0,1,0,Yes,0,0,0,iMile,Pay-as-you-go,Monthly,Dashboard Only,1112.78,50,1.8,63326.51,87.4,90.7,11.7,8,3.4,3,1,High,Coverage,4,Yes,No
CUST-10697,Dune Threads,2026-05-02,2026-06-11,Food & Beverage,SME,1.1,Dubai,Own Website,5,795,164.2,87,954,16.3,26.6,1.2,2.18,0,1,1,1,0,1,1,0,0,None,Pay-as-you-go,Bi-weekly,Manual,12249.95,16,3.7,119129.47,90.1,90.4,9.5,3,3.0,3,2,Low,,4,No,No
CUST-10174,Lumen Studio,2026-02-27,17/06/2026,Electronics & Gadgets,Startup,0.8,Abu Dhabi,Own Website,1,145,79.3,41,415,19.0,63.5,4.2,1.03,1,0,1,1,1,0,0,1,1,Aramex,Pay-as-you-go,Weekly,Manual,756.19,10,2.6,4521.24,87.7,93.4,15.5,6,1.3,2,2,Medium,Reliability,5,No,No
CUST-11050,Pearl Lab,2023-05-08,2026-06-18,Fashion & Apparel,SME,4.9,AUH,Retail Partners,4,772,162.08,169,22957,9.8,48.7,3.4,2.02,0,No,1,0,1,0,0,0,1,None,Annual,Monthly,Manual,7621.65,9,2.9,301226.83,94.5,90.1,16.6,3,5.1,6,6,High,Returns Handling,4,No,No
CUST-10257,Bloom Studio,29 Oct 2024,2026-05-08,Home & Living,Startup,5.4,Dubai,Own Website,2,141,78.61,21,1996,13.7,35.2,3.3,1.0,0,0,0,1,0,Yes,0,0,0,iMile,Pay-as-you-go,Monthly,Dashboard Only,1112.78,50,1.8,63326.51,87.4,90.7,11.7,8,3.4,3,1,High,Coverage,4,Yes,No
CUST-10678,Dune Boutique,2025-05-29,2026-05-08,Food & Beverage,Startup,1.5,Dubai,Instagram Shop,1,22,134.99,37,198,16.2,48.4,4.0,1.8,No,0,1,0,0,0,0,0,0,In-House,Monthly,Monthly,Dashboard Only,287.62,50,1.2,4379.18,84.8,95.9,20.9,3,1.7,5,4,Low,Tracking Visibility,4,No,No
CUST-10825,Aura Brands,03/02/2024,2026-05-27,Electronics & Gadgets,Startup,5.6,DUBAI,Own Website,3,127,77.45,25,2286,11.5,51.4,2.1,1.06,0,No,1,0,0,1,0,0,0,In-house,Pay-as-you-go,Bi-weekly,Manual,974.5,31,2.9,57226.15,82.2,89.6,14.9,7,1.8,3,,Medium,Coverage,5,No,No
CUST-10021,Marina Supply,2023-02-11,2026-06-19,Electronics & Gadgets,SME,6.5,SHJ,Retail Partners,1,907,179.36,215,26273,12.7,82.4,2.8,1.61,No,1,1,0,1,0,1,1,0,Aramex,Quarterly,Monthly,Manual,15601.47,8,2.6,659154.72,97.8,95.9,15.6,1,0.4,5,4,High,Reliability,4,No,Yes
CUST-10971,Dune Goods,2024-09-15,2026-06-01,Home & Living,Startup,2.1,Dubai,Own Website,1,104,114.23,23,1491,16.0,64.8,3.9,1.12,0,Yes,1,1,0,0,0,0,0,In-House,Pay-as-you-go,Bi-weekly,Manual,1148.59,26,1.5,25700.54,90.5,89.1,16.3,5,5.1,2,1,High,Returns Handling,5,Yes,No
CUST-10372,Bloom Boutique,2023-07-26,2026-04-02,Food & Beverage,SME,5.8,Dubai,Noon,1,616,99.55,267,18853,15.8,44.9,1.7,1.87,No,0,1,1,0,1,0,0,1,Aramex,Annual,Weekly,Manual,6079.1,86,3.7,374467.43,99.7,89.0,4.8,9,6.8,3,3,Medium,Coverage,5,No,No
CUST-10729,Cedar Trading,2023-07-02,2026-05-23,Health & Supplements,SME,3.5,Dubai,Amazon.ae,4,869,143.62,145,20611,13.4,52.5,2.6,2.65,0,No,0,1,1,Yes,1,0,0,,Quarterly,Monthly,Manual,7971.14,35,3.6,169787.2,90.2,94.4,6.5,5,2.1,4,5,High,Cost,5,No,Yes
CUST-10481,Amber Brands,2024-01-14,2026-06-12,Toys & Baby,Startup,6.3,Dubai,Amazon.ae,1,87,78.36,14,2178,16.1,75.9,3.8,1.75,No,0,0,1,1,1,0,0,0,Aramex,Monthly,Monthly,API Integrated,418.98,15,4.2,20156.63,79.0,96.1,19.4,2,4.4,4,5,Low,Returns Handling,4,No,No
CUST-10474,Cedar House,2024-12-23,2026-04-01,Home & Living,Startup,1.8,Ras Al Khaimah,Instagram Shop,1,105,127.38,,1813,17.5,72.5,3.4,1.79,0,0,1,1,0,0,0,0,0,Smsa Express,Monthly,Weekly,API Integrated,1436.76,87,1.2,16981.1,89.6,93.9,16.7,1,6.1,3,2,Medium,Returns Handling,5,No,No
CUST-11110,Noor House,11/02/2026,25/06/2026,Toys & Baby,Startup,1.0,Dubai,Amazon.ae,1,103,81.76,15,280,14.4,54.8,3.2,1.0,0,0,0,1,0,0,0,0,0,Smsa Express,Pay-as-you-go,Bi-weekly,Manual,811.03,2,2.0,8096.94,75.6,93.1,15.2,6,4.0,2,3,High,,5,No,No
CUST-10118,Coral Boutique,2025-11-05,2026-03-24,Toys & Baby,SME,2.3,Dubai,Noon,1,819,144.58,67,4449,20.2,60.6,2.4,1.78,0,1,0,1,1,0,1,0,0,In-house,Monthly,Monthly,,,95,3.1,277555.66,96.9,93.9,5.1,5,2.1,4,4,Medium,Speed,3,No,No
CUST-10178,Oasis Collective,2026-02-05,2026-06-02,Jewellery & Accessories,Enterprise,0.6,Sharjah,Own Website,3,7261,334.64,3070,23886,11.0,36.5,2.9,1.67,1,1,1,0,0,0,1,1,0,In-house,Annual,Monthly,API Integrated,173183.57,25,3.7,873540.88,100.0,100.0,1.7,3,1.2,5,6,Medium,Coverage,3,No,Yes
CUST-10847,Urban House,2025-07-02,2026-05-28,Jewellery & Accessories,Mid-Market,2.4,Fujairah,Amazon.ae,1,2545,,360,24083,14.4,39.9,0.8,2.47,0,0,1,1,0,0,0,0,0,aramex,Monthly,Monthly,API Integrated,36589.82,30,3.4,853151.47,83.7,96.1,8.3,2,3.9,3,3,Medium,Speed,5,No,Yes
CUST-10337,Dune Boutique,2025-10-02,2026-06-27,Home & Living,Mid-Market,4.0,Fujairah,TikTok Shop,6,3991,,687,23451,15.1,42.2,2.0,2.16,1,1,1,1,0,1,1,1,1,Aramex,Annual,Monthly,API Integrated,100096.59,0,4.2,3081463.51,98.0,96.7,0.5,1,4.2,5,5,Medium,Speed,3,No,Yes
CUST-10297,Zest Studio,31 Oct 2025,2026-06-01,Beauty & Cosmetics,Mid-Market,3.1,Ajman,TikTok Shop,1,4918,133.55,593,34163,9.9,30.2,1.6,2.07,No,0,1,0,0,1,0,1,0,iMile,Quarterly,Weekly,Manual,66014.78,26,3.8,1947573.87,90.9,98.0,10.9,2,0.8,,3,Low,COD Reconciliation,5,No,Yes
CUST-11024,Bloom Nutrition,2024-11-30,2026-03-19,Electronics & Gadgets,SME,5.1,Abu Dhabi,Amazon.ae,1,1470,,176,26627,15.2,35.3,2.7,1.16,0,0,0,0,1,1,0,0,1,In-house,Pay-as-you-go,Bi-weekly,API Integrated,18059.45,100,2.4,950505.45,86.7,94.6,5.3,5,0.4,3,4,Low,Coverage,5,No,Yes
CUST-11098,Luxe Trading,2023-05-17,2026-03-20,Toys & Baby,Mid-Market,4.9,Dubai,Retail Partners,2,4158,251.71,234,142403,10.7,32.1,3.1,2.71,Yes,1,0,0,1,1,1,1,1,In-house,Annual,Bi-weekly,API Integrated,89021.42,99,2.9,3683782.01,88.2,94.9,1.1,1,5.8,4,5,High,,5,No,Yes
CUST-10109,Aura Studio,2026-01-06,2026-06-18,Jewellery & Accessories,Enterprise,0.7,Dubai,TikTok Shop,6,14503,,2267,82854,7.5,22.8,2.1,2.7,1,1,1,0,0,1,1,1,1,In House,Annual,Monthly,Manual,259775.16,9,3.8,1777452.09,92.6,98.9,5.1,1,4.6,4,2,Medium,,5,No,Yes
CUST-10413,Coral Boutique,2024-05-27,2026-05-29,Fashion & Apparel,Enterprise,4.5,Dubai,Instagram Shop,2,9231,262.27,1861,216074,4.5,25.3,1.4,2.2,1,0,1,0,1,1,0,1,1,None,Quarterly,Bi-weekly,Dashboard Only,254882.19,29,5.5,8297317.73,97.0,94.2,10.4,2,1.9,6,4,Medium,Tracking Visibility,3,No,Yes
CUST-11091,Souq Studio,2023-09-21,2026-06-26,Health & Supplements,SME,3.4,dubai,Amazon.ae,3,509,141.93,168,13171,10.3,53.5,1.8,1.82,1,Yes,0,1,1,0,0,0,1,In-house,Monthly,Monthly,Manual,5114.62,1,3.9,133826.06,93.2,91.1,11.4,4,1.6,4,5,Low,Reliability,4,No,No
CUST-10542,Aura Mart,23 Jan 2026,2026-05-26,Jewellery & Accessories,Mid-Market,1.9,DUBAI,Noon,5,5782,261.18,595,22701,7.8,33.0,2.4,2.02,1,0,1,0,1,0,0,1,0,Fetchr,Monthly,Weekly,API Integrated,165809.41,32,2.8,2160659.53,93.6,92.1,,4,1.8,4,4,Medium,COD Reconciliation,5,No,Yes
CUST-11054,Luxe Boutique,2023-05-11,11 Jun 2026,Fashion & Apparel,Startup,5.8,Abu Dhabi,Amazon.ae,2,152,103.5,20,4820,22.9,73.2,3.4,1.63,0,0,0,1,0,0,0,1,0,Smsa Express,Pay-as-you-go,Bi-weekly,API Integrated,1693.9,16,2.3,66517.99,78.8,88.9,25.0,8,4.5,1,2,High,Tracking Visibility,5,No,No
CUST-10305,Amber Tech,2024-10-29,2026-06-04,Beauty & Cosmetics,SME,3.0,Sharjah,Retail Partners,4,~500,,253,16339,16.8,49.6,2.1,1.42,0,1,1,1,1,0,0,0,0,Quiqup,Monthly,Bi-weekly,Dashboard Only,10838.88,23,4.2,204919.71,84.5,94.8,7.9,4,3.3,2,1,Medium,,5,No,Yes
CUST-10652,Souq Threads,20/02/2024,2026-06-22,Food & Beverage,Mid-Market,2.9,Ras Al Khaimah,Retail Partners,1,3371,216.03,417,79753,5.2,27.5,1.4,2.1,0,1,0,0,0,0,1,0,1,iMile,Annual,Monthly,Dashboard Only,48849.89,5,4.4,1031199.95,98.9,89.3,0.5,3,3.7,5,3,High,COD Reconciliation,4,No,Yes
CUST-11100,Amber Living,2023-06-24,2026-03-01,Jewellery & Accessories,Startup,3.0, Dubai ,Instagram Shop,1,105,51.57,33,2704,19.3,75.1,4.1,1.0,0,Yes,1,1,1,0,0,0,0,Quiqup,Monthly,Monthly,Dashboard Only,334.35,118,2.3,6992.92,,88.4,12.7,6,4.6,3,4,High,Cost,5,No,No
CUST-10020,Oasis Mart,2025-04-18,09 Jun 2026,Fashion & Apparel,Mid-Market,1.3,Dubai,Own Website,6,4271,245.93,667,56154,14.1,48.4,1.5,1.48,0,0,1,0,0,0,1,0,1,Fetchr,Pay-as-you-go,Weekly,Dashboard Only,86561.59,18,4.2,904797.17,92.4,96.3,9.3,3,2.3,4,5,Medium,Coverage,4,No,Yes
CUST-10618,Luxe Boutique,2024-05-08,2026-05-19,Electronics & Gadgets,Startup,4.2,Abu Dhabi,Own Website,1,138,34.84,27,3357,15.6,53.7,3.5,1.0,0,0,0,1,1,0,0,0,1,Aramex,Pay-as-you-go,Bi-weekly,API Integrated,439.79,39,1.5,18584.68,88.6,91.9,17.8,8,3.1,4,3,High,Returns Handling,4,No,No
CUST-10645,Marina Supply,2025-09-29,2026-06-12,Jewellery & Accessories,Mid-Market,2.6,Dubai,TikTok Shop,5,4419,175.56,516,29876,20.4,18.6,1.6,1.99,0,1,1,0,0,Yes,1,0,0,Aramex,Annual,Bi-weekly,API Integrated,82363.47,15,3.9,1733496.54,94.4,98.1,13.2,4,1.1,5,4,Medium,Speed,3,No,Yes
CUST-10765,Amber Bazaar,2023-03-09,2026-05-25,Health & Supplements,Startup,4.4,RAK,Amazon.ae,1,120,138.51,38,4298,23.2,83.8,3.8,1.36,0,0,0,No,1,Yes,0,1,0,None,Monthly,Weekly,Manual,1508.77,33,3.4,42938.19,96.4,89.5,18.8,4,3.4,4,-2,High,Coverage,5,No,No
CUST-10101,Lumen Beauty,2025-08-02,2026-05-23,Fashion & Apparel,Mid-Market,2.3,DUBAI,TikTok Shop,2,4351,158.63,596,40813,11.5,27.1,2.5,1.62,0,0,1,0,1,1,0,0,0,None,Monthly,Monthly,Dashboard Only,54757.13,35,4.0,755900.43,89.6,94.3,4.7,1,4.4,5,3,Low,COD Reconciliation,2,No,Yes
CUST-10139,Dune Bazaar,2023-07-25,23/05/2026,Electronics & Gadgets,Startup,5.6,Dubai,Noon,1,59,106.05,24,1840,15.8,59.1,3.8,1.56,0,0,1,1,0,Yes,0,1,1,None,Monthly,Bi-weekly,Dashboard Only,500.04,35,1.7,29877.31,87.0,91.8,25.0,7,5.5,1,,Medium,,5,No,No
CUST-10223,Lumen Threads,2026-01-04,11 Jun 2026,Beauty & Cosmetics,Enterprise,3.4,Sharjah,TikTok Shop,4,16523,271.07,1748,71504,6.7,22.2,0.7,2.91,0,0,1,0,0,0,0,0,0,Aramex,Quarterly,Monthly,Dashboard Only,380767.35,16,6.0,10204131.95,100.0,97.6,4.6,0,3.8,5,3,Medium,Coverage,3,No,Yes
CUST-10881,Aura Threads,2026-03-24,2026-06-16,Fashion & Apparel,SME,0.5,Dubai,Own Website,1,847,136.83,120,2248,18.0,45.8,2.2,1.35,0,0,Y,No,0,0,0,0,0,iMile,Annual,Monthly,API Integrated,,11,4.6,52831.08,90.6,99.1,7.5,2,1.5,-1,5,Low,Tracking Visibility,4,No,Yes
CUST-10552,Desert Studio,2023-09-20,2026-06-12,Home & Living,Startup,4.4,Fujairah,Amazon.ae,1,73,80.1,36,1894,20.7,41.8,3.0,1.25,0,0,1,1,1,0,0,0,1,Quiqup,Monthly,Weekly,Manual,551.84,15,2.4,24664.31,90.7,93.8,14.4,6,4.9,3,4,High,Reliability,5,No,No
CUST-10393,Desert Trading,2025-01-12,27 Jun 2026,Health & Supplements,Mid-Market,4.1,Dubai,Own Website,5,4789,302.02,698,55434,9.3,71.9,1.4,2.55,1,0,1,0,0,0,0,1,1,None,Pay-as-you-go,Monthly,Manual,104599.57,0,3.2,3063761.9,95.4,98.5,2.0,3,4.6,5,6,Medium,,4,No,Yes
CUST-10460,Desert Trading,10/05/2024,2026-06-17,Jewellery & Accessories,SME,2.8,Dubai,TikTok Shop,1,604,125.88,174,11960,6.7,72.1,3.2,2.65,0,0,0,0,1,1,0,0,1,In-house,Pay-as-you-go,Monthly,API Integrated,7121.05,10,4.0,137990.36,97.7,96.2,12.2,4,4.0,5,4,Medium,Returns Handling,3,No,Yes
CUST-10819,Zest Threads,2024-05-28,2026-06-12,Jewellery & Accessories,Startup,3.4,Dubai,TikTok Shop,1,59,55.02,7,1475,23.2,79.0,2.8,2.12,0,Yes,N,1,1,0,0,0,0,imile,Monthly,Monthly,Dashboard Only,270.55,15,1.2,7070.66,89.6,94.0,24.1,6,4.6,3,2,Medium,Coverage,3,Yes,No
CUST-11020,Velvet Tech,2024-03-13,2026-05-07,Toys & Baby,Enterprise,3.0,Abu Dhabi,TikTok Shop,6,15409,353.25,2120,342857,11.4,30.1,0.8,2.56,1,0,1,1,1,1,0,1,1,Quiqup,Annual,Monthly,Dashboard Only,521318.14,51,5.2,14177268.33,87.5,100.0,0.5,3,3.1,5,6,Low,Cost,3,No,Yes
CUST-10205,Desert Threads,2023-05-29,2026-06-24,Electronics & Gadgets,Startup,6.0,Dubai,TikTok Shop,3,114,149.93,16,4139,20.9,65.3,3.0,1.21,0,0,1,1,1,0,0,1,0,Smsa Express,Monthly,Monthly,Manual,1039.77,3,1.6,40364.91,76.3,99.8,16.6,2,4.1,3,4,High,Coverage,5,No,No
CUST-10872,Cedar Trading,2025-05-23,2026-06-24,Beauty & Cosmetics,Enterprise,5.0,Dubai,Noon,3,22684,305.36,2929,183922,8.2,23.7,1.3,2.96,0,1,1,0,0,1,1,0,0,Fetchr,Annual,Bi-weekly,API Integrated,714818.77,3,3.8,30900309.37,85.5,95.0,0.5,3,3.2,4,2,Low,Speed,4,No,Yes
CUST-10588,Nova Boutique,2024-06-27,2026-01-15,Electronics & Gadgets,Startup,4.3,Dubai,Amazon.ae,1,173,116.9,14,3886,13.5,56.3,3.2,1.54,0,0,Y,1,1,No,0,0,1,Fetchr,Monthly,Bi-weekly,Manual,2138.78,163,3.0,90040.74,92.7,93.3,n/a,3,5.1,4,3,High,Cost,5,No,No
CUST-10037,Pearl Tech,2024-07-24,2026-06-09,Toys & Baby,SME,3.2,Abu Dhabi,Amazon.ae,1,599,,208,11261,9.2,56.5,2.3,2.66,0,Yes,1,1,1,Yes,1,0,0,Smsa Express,Pay-as-you-go,Monthly,Dashboard Only,,18,3.8,199625.92,88.1,91.8,17.2,3,0.3,4,5,Low,Reliability,5,No,No
CUST-10975,Cedar Beauty,2025-10-29,2026-04-06,Toys & Baby,SME,0.7,Dubai,Amazon.ae,4,885,101.49,110,5479,11.9,45.6,2.7,1.43,1,0,0,0,1,0,0,1,1,In-house,Monthly,Weekly,Dashboard Only,8344.03,82,2.6,39307.51,100.0,99.5,10.0,4,2.1,4,5,Medium,Tracking Visibility,5,No,No
CUST-10360,Nova Nutrition,2025-03-18,2026-06-24,Jewellery & Accessories,Enterprise,1.4,Dubai,Own Website,4,14719,265.37,2492,176216,5.9,36.7,1.4,3.06,Yes,1,1,0,1,1,1,1,1,Fetchr,Pay-as-you-go,Monthly,API Integrated,269101.94,3,5.0,2544003.77,100.0,96.9,0.5,5,0.0,4,2,Low,Tracking Visibility,3,Yes,Yes
CUST-10776,Velvet Trading,2024-04-20,2026-04-26,Jewellery & Accessories,SME,5.0,Sharjah,TikTok Shop,3,582,25.9,209,10861,14.2,61.6,2.4,1.65,1,0,1,0,0,0,0,1,1,iMile,Annual,Bi-weekly,Dashboard Only,1394.81,62,3.1,72458.77,86.6,95.3,10.4,4,0.5,3,4,Medium,Reliability,4,No,No
CUST-10573,Luxe Beauty,2025-09-12,2026-05-22,Jewellery & Accessories,Mid-Market,2.6,Dubai,Own Website,2,2479,133.07,754,22613,15.4,45.4,2.7,1.97,1,Yes,1,0,1,0,1,0,1,Aramex,Quarterly,Bi-weekly,API Integrated,26080.04,36,4.6,686849.04,93.2,98.1,4.8,2,1.6,4,5,Medium,Coverage,5,No,Yes
CUST-10696,Souq Mart,21 Mar 2025,27/06/2026,Health & Supplements,Mid-Market,3.8,Abu Dhabi,Instagram Shop,2,3516,300.71,695,48831,13.4,61.7,0.9,2.31,1,1,1,1,0,Yes,1,1,1,Fetchr,Pay-as-you-go,Monthly,Manual,79753.64,0,3.0,2707954.38,84.9,99.8,5.4,0,1.9,6,6,Low,Coverage,4,No,Yes
CUST-10595,Lumen Brands,2025-08-16,2026-06-12,Home & Living,Startup,3.0,Dubai,Own Website,3,146,133.71,22,1062,16.8,55.0,4.1,1.56,0,0,1,1,1,0,1,0,0,Aramex,Pay-as-you-go,Monthly,Manual,,15,1.5,47463.8,88.2,96.0,12.5,5,4.9,2,0,High,Tracking Visibility,5,No,No
CUST-10124,Dune Supply,11/05/2023,29/05/2026,Food & Beverage,Startup,4.2,Dubai,Noon,1,102,,30,2495,19.1,74.0,3.5,2.3,0,No,0,1,1,0,0,0,0,Smsa Express,Monthly,Monthly,Manual,1044.14,29,2.7,42873.43,93.8,91.9,18.3,4,4.5,5,6,High,Speed,5,Yes,No
